CustomerID,LocationID,Gender,Age,Married,NumberOfDependents,NumberOfReferrals
2984-TBYKU,1235,Male,38,Yes,3,6
2985-FMWYF,1236,Female,46,No,0,0
2985-JUUBZ,1237,Male,32,Yes,3,5
2987-BJXIK,136,Female,44,No,0,0
2988-GBIVW,1238,Female,68,Yes,0,10
2988-PLAHS,1239,Female,58,No,0,0
2988-QRAJY,191,Male,27,No,0,0
2990-HWIML,1240,Female,58,No,0,0
2990-IAJSV,1241,Male,55,No,0,0
2990-OGYTD,754,Female,41,Yes,0,1
2995-UPRYS,199,Female,74,Yes,0,1
2995-YWTCD,1242,Female,20,Yes,1,1
2996-XAUVF,998,Male,25,No,0,0
2999-AANRQ,905,Female,23,No,0,0
3001-CBHLQ,1243,Male,76,Yes,0,1
3001-UNBTL,938,Male,69,Yes,1,1
3002-WQZWT,1244,Female,25,No,0,0
3003-CMDUU,1245,Female,22,Yes,0,0
3005-NFMTA,1246,Male,73,No,0,0
3005-TYFRD,1247,Female,54,Yes,0,4
3006-XIMLN,1248,Female,34,No,0,0
3007-FDPEA,89,Female,28,No,0,0
3009-JWMPU,1249,Male,58,No,0,0
3011-WQKSZ,1250,Male,41,No,3,0
3012-VFFMN,834,Female,61,Yes,1,7
3014-WJKSM,511,Male,26,Yes,0,10
3016-KSVCP,62,Male,47,Yes,0,4
3018-TFTSU,1251,Male,44,No,0,0
3021-VLNRJ,544,Female,25,No,2,0
3022-BEXHZ,1252,Male,19,Yes,1,6
3023-GFLBR,895,Female,63,Yes,0,1
3026-ATZYV,732,Female,32,Yes,2,3
3027-YNWZU,747,Female,44,Yes,0,5
3027-ZTDHO,1065,Male,21,No,0,0
3030-YDNRM,972,Male,64,No,0,0
3030-YZADT,264,Male,57,No,0,0
3030-ZKIWL,1253,Male,23,No,0,0
3034-ZBEQN,81,Female,31,Yes,0,1
3038-PQIUY,1237,Female,39,No,0,0
3039-MJSLN,518,Male,36,No,3,0
3043-SUDUA,1140,Female,35,No,0,0
3043-TYBNO,1254,Male,43,No,0,0
3045-XETSH,219,Female,34,No,0,0
3049-NDXFL,698,Female,30,No,0,0
3049-SOLAY,177,Female,21,Yes,0,5
3050-GBUSH,1255,Female,25,No,0,0
3050-RLLXC,932,Female,51,Yes,2,10
3055-MJDSB,92,Male,24,No,0,0
3055-OYMSE,497,Female,75,No,0,0
3055-VTCGS,1256,Female,35,No,0,0
3057-VJJQE,1257,Male,64,No,0,0
3058-HJCUY,311,Male,36,Yes,0,1
3058-WQDRE,410,Male,37,No,0,0
3059-NGMXB,1173,Male,52,Yes,3,8
3061-BCKYI,554,Male,27,No,0,0
3062-ICYZQ,234,Female,41,Yes,3,9
3063-QFSZL,1258,Female,37,No,0,0
3066-RRJIO,503,Female,29,No,0,0
3067-SVMTC,676,Female,49,Yes,0,9
3068-OMWZA,70,Male,77,No,0,0
3069-SSVSN,351,Female,50,No,0,0
3070-BDOQC,1259,Female,38,No,0,0
3070-DVEYC,1260,Male,78,No,0,0
3070-FNFZQ,662,Female,48,Yes,1,1
3071-MVJCD,670,Male,40,Yes,0,10
3071-VBYPO,592,Male,38,Yes,2,1
3074-GQWYX,128,Male,30,No,0,0
3077-RSNTJ,188,Female,29,Yes,3,9
3078-ZKNTS,11,Female,45,Yes,1,7
3079-BCHLN,1261,Male,26,Yes,0,0
3082-VQXNH,1054,Male,62,Yes,0,1
3082-WQRVY,419,Male,73,Yes,0,8
3082-YVEKW,1262,Female,62,Yes,2,10
3084-DOWLE,799,Female,47,Yes,0,8
3085-QUOZK,1263,Female,55,No,0,0
3086-RUCRN,1264,Female,33,No,0,0
3088-FVYWK,1200,Male,37,Yes,3,3
3088-LHEFH,1265,Female,28,No,0,0
3090-HAWSU,972,Male,44,No,0,0
3090-LETTY,698,Male,54,No,2,0
3090-QFUVD,1266,Female,48,No,0,0
3091-FYHKI,163,Male,64,No,0,0
3092-IGHWF,698,Male,34,Yes,0,1
3094-JOJAI,1267,Male,63,No,0,0
3096-GKWEB,1124,Male,42,Yes,0,1
3096-IZETN,291,Female,32,No,0,0
3096-JRDSO,89,Female,73,Yes,0,5
3096-WPXBT,955,Female,60,Yes,1,5
3096-YXENJ,1268,Female,25,Yes,0,1
3097-FQTVJ,278,Female,23,No,0,0
3097-IDVPU,968,Male,51,Yes,2,10
3097-NNSPB,907,Female,42,No,0,0
3097-NQYSN,884,Male,73,Yes,0,3
3097-PYWXL,1269,Female,30,Yes,2,1
3099-OONVS,1270,Male,34,Yes,1,6
3104-OWCGK,250,Male,21,Yes,0,1
3106-ULWFW,1271,Female,32,Yes,0,0
3108-PCCGG,1272,Male,75,Yes,0,3
3113-IWHLC,1273,Male,24,No,0,0
3115-CZMZD,1222,Male,24,No,0,0
3115-JPJDD,1109,Female,43,Yes,0,1
3118-UHVVQ,536,Female,41,Yes,0,8
3120-FAZKD,48,Male,19,Yes,2,7
3125-RAHBV,1274,Male,24,No,0,0
3126-WQMGH,1275,Female,19,Yes,0,6
3128-YOVTD,561,Female,29,Yes,2,6
3129-AAQOU,1276,Female,50,Yes,2,4
3130-ICDUP,1154,Female,56,No,1,0
3131-NWVFJ,926,Female,56,Yes,0,9
3132-TVFDZ,879,Male,70,Yes,0,1
3133-PZNSR,1277,Male,25,Yes,3,1
3134-DSHVC,847,Female,49,No,0,0
3137-LUPIX,1262,Female,58,No,0,0
3137-NYQQI,1278,Male,32,Yes,0,2
3138-BKYAV,1143,Male,61,No,0,0
3143-ILDAL,253,Male,21,No,0,0
3143-JQEGI,182,Female,52,Yes,0,1
3144-AUDBS,34,Female,59,Yes,0,1
3144-KMTWZ,969,Male,40,Yes,0,8
3146-JTQHR,1279,Male,23,Yes,0,3
3146-MSEGF,220,Female,71,Yes,0,1
3148-AOIQT,1280,Female,23,Yes,0,10
3148-BLQJT,89,Male,33,No,0,0
3154-CFSZG,746,Male,57,Yes,1,3
3154-HMWUU,412,Male,28,Yes,0,9
3156-QLHBO,1281,Male,58,No,1,0
3158-MOERK,898,Female,57,No,0,0
3160-TYXLT,138,Male,37,No,0,0
3161-GETRM,824,Male,61,Yes,3,10
3161-ONRWK,361,Male,35,Yes,0,4
3162-KKZXO,1282,Female,75,No,0,0
3162-ZJZFU,1283,Male,25,Yes,2,5
3164-AALRN,940,Male,39,No,0,0
3164-YAXFY,1284,Male,56,No,0,0
3165-HDOEW,112,Male,47,Yes,0,1
3166-PNEOF,1008,Female,57,No,0,0
3167-SNQPL,306,Male,71,Yes,1,9
3170-GWYKC,236,Female,30,No,0,0
3170-NMYVV,1205,Female,37,Yes,0,5
3173-NVMPX,1144,Female,51,Yes,3,1
3173-WSSUE,1100,Female,22,Yes,2,5
3174-AKMAS,1010,Female,61,Yes,0,1
3174-RKMOW,647,Male,24,Yes,3,8
3177-LASXD,966,Female,43,No,0,0
3178-CIFOT,660,Female,34,No,0,0
3178-FESZO,570,Female,45,No,0,0
3179-GBRWV,951,Male,79,Yes,0,5
3181-MIZBN,695,Male,40,Yes,1,2
3181-VTHOE,1242,Male,19,Yes,0,10
3186-AJIEK,1228,Male,44,No,0,0
3186-BAXNB,737,Female,20,No,0,0
3190-FZATL,1285,Male,49,No,5,0
3190-ITQXP,387,Female,42,Yes,1,7
3190-XFANI,662,Male,42,No,0,0
3191-CSNMG,189,Female,57,Yes,1,5
3192-LNKRK,673,Male,63,Yes,1,10
3192-NQECA,84,Male,26,Yes,0,4
3194-ORPIK,61,Female,59,Yes,0,1
3195-TQDZX,1095,Male,19,No,0,0
3196-NVXLZ,807,Female,23,No,0,0
3197-ARFOY,690,Female,67,No,0,0
3197-NNYNB,547,Male,47,No,0,0
3198-VELRD,524,Female,47,Yes,0,1
3199-NPKCN,943,Female,39,Yes,0,1
3199-XGZCY,1042,Female,51,No,0,0
3200-MNQTF,1286,Male,38,Yes,0,8
3205-MXZRA,745,Male,47,No,0,0
3207-OYBWH,492,Male,74,Yes,0,1
3208-YPIOE,14,Male,64,No,0,0
3209-ZPKFI,1287,Male,28,Yes,1,1
3211-AAPKX,475,Male,26,No,0,0
3211-ILJTT,1288,Male,35,Yes,0,1
3212-KXOCR,1289,Male,62,No,0,0
3213-VVOLG,529,Male,22,Yes,2,3
3214-IYUUQ,512,Female,19,Yes,0,0
3217-FZDMN,85,Female,66,No,0,0
3219-JQRSL,77,Female,70,Yes,0,1
3221-CJMSG,853,Male,45,No,0,0
3223-DWFIO,523,Male,77,No,0,0
3223-WZWJM,1290,Male,36,No,0,0
3224-DFQNQ,456,Female,59,Yes,0,10
3227-WLKLI,349,Female,52,Yes,3,1
3229-USWAR,1291,Female,40,No,0,0
3230-IUALN,873,Female,41,Yes,0,10
3230-JCNZS,488,Female,43,Yes,2,4
3230-WYKIR,1241,Male,36,No,0,0
3234-VKACU,1292,Male,21,No,0,0
3235-ETOOB,177,Male,51,Yes,0,1
3237-AJGEH,1293,Female,43,Yes,1,1
3239-TPHPZ,1052,Female,60,Yes,0,10
3243-ZHOHY,246,Female,35,No,0,0
3244-CQPHU,1294,Female,77,No,0,0
3244-DCJWY,1295,Female,27,No,0,0
3247-MHJKM,189,Male,27,No,0,0
3247-ZVOUO,440,Male,77,Yes,0,0
3249-VHRIP,558,Female,38,No,0,0
3249-ZPQRG,970,Male,28,No,0,0
3251-YMVWZ,1296,Male,34,No,0,0
3253-HKOKL,388,Female,31,Yes,2,7
3254-YRILK,1297,Male,74,No,0,0
3255-GRXMG,1298,Male,58,No,2,0
3256-EZDBI,297,Male,71,Yes,0,1
3258-SANFR,78,Male,69,No,0,0
3258-SYSWS,1285,Male,75,No,0,0
3258-ZKPAI,1226,Male,26,Yes,1,7
3259-FDWOY,388,Male,60,Yes,0,3
3259-KNMRR,709,Male,72,No,0,0
3259-QMXUN,958,Male,38,Yes,0,3
3261-CQXOL,1299,Female,33,Yes,2,0
3262-EIDHV,1045,Female,46,Yes,1,1
3266-FTKHB,295,Male,35,No,0,0
3269-ATYWD,1300,Male,79,No,0,0
3272-VUHPV,259,Female,24,Yes,1,10
3274-NSDWE,797,Female,37,No,0,0
3275-RHRNE,24,Male,58,Yes,3,8
3276-HDUEG,88,Female,23,No,0,0
3278-FSIXX,1301,Female,34,No,0,0
3279-DYZQM,1092,Male,21,Yes,3,6
3280-MRDOF,697,Male,69,No,0,0
3280-NMUVX,992,Male,53,Yes,0,7
3282-ZISZV,574,Male,56,No,0,0
3283-WCWXT,1302,Male,58,Yes,3,8
3284-SVCRO,1292,Female,35,Yes,0,6
3285-UCQVC,399,Female,31,No,0,0
3292-PBZEJ,1171,Male,75,No,0,0
3295-YVUSR,879,Male,73,No,0,0
3296-SILRA,1303,Female,76,Yes,0,6
3298-QEICA,1024,Female,27,Yes,0,10
3301-LSLWQ,963,Female,32,No,0,0
3301-VKTGC,1304,Male,27,Yes,1,1
3307-TLCUD,85,Male,36,Yes,0,1
3308-DGHKL,1305,Male,54,No,0,0
3308-JSGML,891,Male,77,Yes,0,3
3308-MHOOC,1306,Male,37,No,3,0
3312-UUMZW,237,Male,33,Yes,0,3
3312-ZWLGF,845,Male,69,Yes,0,0
3313-QKNKB,916,Male,24,Yes,0,0
3315-IKYZQ,776,Male,42,Yes,1,2
3315-TOTBP,1283,Male,29,No,0,0
3316-UWXUY,978,Male,64,No,0,0
3317-HRTNN,177,Female,79,No,0,0
3317-VLGQT,848,Female,50,Yes,0,7
3318-ISQFQ,1307,Female,23,No,0,0
3318-NMQXL,1308,Male,58,No,0,0
3318-OSATS,579,Male,70,No,0,0
3319-DWOEP,567,Male,69,Yes,0,0
3320-VEOYC,242,Male,65,No,0,0
3323-CPBWR,1238,Male,61,No,0,0
3324-OIRTO,1309,Male,23,Yes,3,1
3325-FUYCG,1249,Male,58,Yes,0,1
3327-YBAKM,1310,Female,31,Yes,0,10
3329-WDIOK,764,Female,56,No,0,0
3331-HQDTW,698,Female,23,No,0,0
3334-CTHOL,1311,Female,51,No,0,0
3336-JORSO,1188,Female,70,No,0,0
3338-CVVEH,818,Male,38,No,0,0
3339-EAQNV,658,Male,75,Yes,0,7
3340-QBBFM,274,Male,65,Yes,0,9
3345-JHUEO,688,Male,29,No,0,0
3345-PBBFH,1312,Male,24,Yes,0,6
3346-BRMIS,1182,Female,70,Yes,0,1
3347-YJZZE,1313,Male,60,Yes,2,6
3348-CFRNX,986,Female,47,Yes,0,1
3349-ANQNH,103,Female,70,No,0,0
3351-NGXYI,700,Female,70,No,0,0
3351-NQLDI,1314,Female,41,Yes,0,1
3352-ALMCK,988,Male,42,No,0,0
3352-RICWQ,432,Female,45,Yes,2,6
3354-OADJP,1315,Female,37,No,0,0
3359-DSRKA,1221,Female,48,Yes,3,9
3363-DTIVD,1216,Male,55,Yes,3,3
3363-EWLGO,793,Female,33,No,0,0
3365-SAIGS,1169,Female,60,No,0,0
3370-GQEAL,1316,Male,63,Yes,2,9
3370-HXOPH,1230,Female,50,No,0,0
3372-CDXFJ,1317,Male,31,Yes,2,8
3372-KWFBM,1126,Male,76,No,0,0
3373-DIUUN,720,Male,58,Yes,3,6
3373-YZZYM,263,Male,57,Yes,3,10
3374-LXDEV,724,Female,42,No,0,0
3374-PZLXD,1029,Male,31,No,0,0
3374-TTZTK,529,Male,26,Yes,0,4
3376-BMGFE,556,Female,42,No,1,0
3378-AJRAO,377,Male,44,Yes,0,7
3384-CTMSF,1318,Male,61,Yes,0,2
3387-PLKUI,771,Female,27,Yes,1,6
3387-VATUS,168,Male,44,No,0,0
3389-KTRXV,1319,Female,61,Yes,3,0
3389-YGYAI,1320,Female,79,No,0,0
3391-JSQEW,885,Male,32,Yes,0,7
3392-EHMNK,338,Female,53,Yes,3,1
3393-FMZPV,420,Female,59,No,0,0
3396-DKDEL,1321,Female,45,Yes,3,3
3397-AVTKU,1177,Male,64,No,0,0
3398-FSHON,567,Female,79,No,0,0
3398-GCPMU,443,Female,74,Yes,0,4
3398-ZOUAA,1322,Male,76,Yes,0,1
3399-BMLVW,341,Male,40,Yes,0,5
3400-ESFUW,815,Male,28,Yes,0,1
3401-URHDA,1323,Male,59,No,0,0
3402-XRIUO,647,Female,73,Yes,0,5
3404-JNXAX,1324,Female,40,Yes,2,9
3407-JMJQQ,874,Female,22,Yes,1,2
3407-QGWLG,1044,Male,23,No,1,0
3410-MHHUM,1325,Female,40,Yes,2,4
3410-YOQBQ,982,Female,61,No,0,0
3411-WLRSQ,800,Female,80,Yes,0,3
3413-BMNZE,802,Male,71,No,0,0
3413-CSSTH,960,Male,40,No,0,0
3413-DHLPB,107,Male,57,Yes,1,1
3415-TAILE,911,Female,21,Yes,2,1
3417-TSCIC,954,Male,19,No,0,0
3419-SNJJD,1275,Female,78,Yes,0,3
3420-YJLQT,1326,Female,45,No,0,0
3420-ZDBMA,1079,Male,78,No,0,0
3422-GALYP,704,Male,20,No,0,0
3422-LYEPQ,1327,Male,57,Yes,0,1
3422-WJOYD,462,Male,27,Yes,0,1
3423-HHXAO,1061,Female,58,Yes,1,2
3424-NMNBO,128,Male,78,Yes,0,1
3426-NIYYL,1328,Male,47,No,0,0
3427-GGZZI,6,Female,30,Yes,0,1
3428-MMGUB,1021,Male,34,No,0,0
3428-XZMAZ,858,Male,64,No,0,0
3429-IFLEM,586,Female,48,No,0,0
3439-GVUSX,1069,Male,45,No,0,0
3440-JPSCL,1252,Female,26,No,0,0
3441-CGZJH,120,Female,46,Yes,2,8
3442-ZHHCC,393,Male,60,No,0,0
3445-HXXGF,1329,Male,66,Yes,0,6
3446-QDSZF,1030,Female,57,No,0,0
3450-WXOAT,446,Male,36,No,0,0
3451-VAWLI,80,Female,62,Yes,2,5
3452-ABWRL,1330,Male,70,No,0,0
3452-FLHYD,1082,Male,47,Yes,0,3
3452-GWUIN,1286,Female,78,Yes,0,10
3452-SRFEG,1218,Male,39,No,0,0
3453-RTHJQ,1331,Male,59,No,0,0
3454-JFUBC,460,Male,66,No,0,0
3457-PQBYH,742,Female,35,Yes,1,6
3458-IDMFK,1332,Male,29,No,0,0
3460-TJBWI,1333,Male,58,Yes,3,1
3462-BJQQA,919,Female,23,No,0,0
3466-BYAVD,199,Male,50,Yes,1,1
3466-RITXD,852,Male,34,No,0,0
3466-WAESX,1334,Male,46,No,2,0
3468-DRVQJ,1335,Female,42,Yes,1,5
3470-BTGQO,1277,Male,60,No,2,0
3470-OBUET,587,Female,49,Yes,2,5
3472-OAOOR,161,Male,23,Yes,1,3
3472-QPRCH,1336,Male,43,Yes,1,9
3473-XIIIT,1337,Female,61,Yes,0,1
3474-BAFSJ,428,Male,27,Yes,0,2
3481-JHUZH,523,Male,36,Yes,0,10
3482-ABPKK,1338,Female,19,No,0,0
3486-HOOGQ,1339,Female,44,Yes,1,3
3486-KHMLI,1340,Male,53,No,1,0
3486-NPGST,1341,Female,47,No,0,0
3487-EARAT,1261,Female,46,Yes,0,7
3488-PGMQJ,1263,Male,66,No,0,0
3489-HHPFY,1033,Female,40,Yes,0,9
3489-VSFRD,1342,Female,32,No,0,0
3494-JCHRQ,1031,Male,38,No,0,0
3496-LFSZU,1006,Male,40,Yes,0,2
3498-LZGQZ,1343,Male,59,Yes,3,2
3500-NSDOA,1344,Male,35,Yes,0,1
3500-RMZLT,1167,Female,76,No,0,0
3503-TYDAY,918,Female,41,Yes,0,7
3506-LCJDC,28,Male,52,Yes,3,1
3506-OVLKD,59,Male,40,No,0,0
3507-GASNP,380,Male,49,No,2,0
3508-CFVZL,1308,Female,55,No,0,0
3508-VLHCZ,1345,Female,43,Yes,3,10
3509-GWQGF,1346,Male,74,No,0,0
3511-APPBJ,619,Male,21,No,0,0
3511-BFTJW,1347,Male,25,Yes,3,8
3512-IZIKN,186,Female,57,Yes,0,1
3518-FSTWG,531,Male,67,Yes,0,1
3518-PZXZQ,877,Female,27,Yes,0,8
3519-ZKXGG,1300,Female,61,Yes,0,1
3520-FJGCV,100,Male,47,Yes,1,2
3521-HTQTV,542,Male,54,No,0,0
3521-MNKLV,1348,Male,25,No,0,0
3521-SYVOR,182,Female,26,No,0,0
3522-CDKHF,944,Female,21,Yes,0,6
3523-BRGUW,1232,Male,65,No,0,0
3523-QRQLL,1349,Female,22,Yes,0,1
3524-WQDSG,1350,Female,29,Yes,2,8
3525-DVKFN,322,Female,58,No,0,0
3528-HFRIQ,482,Male,73,Yes,0,10
3530-CRZSB,961,Female,55,No,0,0
3530-VWVGU,435,Female,27,Yes,2,2
3533-UVMOM,1351,Male,56,Yes,0,4
3536-IQCTX,649,Male,76,Yes,0,1
3537-HPKQT,792,Female,20,Yes,0,3
3537-RYBHH,1352,Female,78,Yes,0,1
3538-WZPHD,597,Male,46,No,0,0
3540-RZJYU,582,Female,21,No,0,0
3541-ZNUHK,1353,Female,51,Yes,2,5
3544-FBCAS,1354,Female,36,Yes,1,4
3545-CNWRG,652,Female,52,Yes,3,7
3546-GHEAE,1115,Male,29,No,0,0
3547-LQRIK,589,Female,20,Yes,0,7
3549-ZTMNH,1002,Male,56,Yes,1,0
3550-SAHFP,1355,Female,51,No,0,0
3551-GAEGL,874,Male,23,Yes,0,0
3551-HUAZH,1356,Male,68,No,0,0
3552-CTCYF,1357,Male,42,Yes,3,4
3556-BVQGL,1203,Female,21,Yes,0,2
3557-HTYWR,860,Female,56,No,0,0
3563-SVYLG,1358,Male,38,Yes,1,4
3565-UNOCC,37,Female,65,Yes,0,1
3566-CAAYU,903,Female,28,Yes,3,3
3566-HJGPK,546,Male,50,No,0,0
3566-VVORZ,422,Female,39,Yes,0,0
3567-PQTSO,564,Male,40,Yes,1,7
3569-EDBPQ,512,Female,44,No,0,0
3569-JFODW,780,Female,20,Yes,1,2
3569-VLDHH,1337,Male,59,Yes,3,0
3570-YUEKJ,102,Female,40,No,0,0
3571-DPYUH,88,Male,30,Yes,3,1
3571-RFHAR,1245,Male,60,No,0,0
3572-UOLYZ,252,Female,28,No,2,0
3572-UUHRS,739,Male,47,No,0,0
3577-AMVUX,1078,Male,59,No,0,0
3580-GICBM,132,Female,56,Yes,1,7
3580-HYCSP,139,Male,44,Yes,4,10
3580-REOAC,76,Male,34,No,0,0
3583-EKAPL,906,Male,25,No,0,0
3583-KRKMD,736,Male,51,No,0,0
3584-WKTTW,812,Male,23,Yes,0,2
3585-ISXZP,1316,Female,53,No,0,0
3585-YNADK,1359,Female,25,Yes,0,2
3587-PMCOY,923,Male,37,No,0,0
3588-WSTTJ,675,Female,78,No,0,0
3589-PPVKW,899,Male,19,No,0,0
3590-TCXTB,909,Male,50,No,0,0
3594-BDSOA,550,Female,44,Yes,0,6
3594-IVHJZ,614,Female,31,No,0,0
3594-KADLU,1360,Male,33,Yes,0,3
3594-UVONA,1018,Female,27,No,0,0
3597-MVHJT,457,Female,49,No,0,0
3597-YASZG,1361,Female,73,Yes,0,3
3604-WLABM,516,Female,41,No,0,0
3605-JISKB,1362,Male,67,Yes,0,2
3606-SBKRY,1305,Male,35,No,0,0
3606-TWKGI,1363,Male,68,No,0,0
3612-YUNGG,978,Male,53,Yes,1,1
3612-YVGSJ,1364,Female,59,Yes,0,10
3617-XLSGQ,948,Female,61,Yes,2,2
3620-EHIMZ,959,Female,44,Yes,2,3
3620-MWJNE,1365,Male,32,No,0,0
3621-CEOVK,1366,Female,71,Yes,0,1
3621-CHYVB,372,Female,44,Yes,0,2
3623-FQBOX,407,Male,34,No,0,0
3627-FCRDW,1367,Female,49,No,0,0
3627-FHKBK,1368,Female,28,No,0,0
3629-WEAAM,561,Female,19,No,0,0
3629-ZNKXA,1369,Male,77,No,0,0
3633-CDBUW,6,Male,25,No,1,0
3635-JBPSG,288,Female,49,No,0,0
3635-QQRQD,966,Male,19,No,0,0
3638-DIMPH,562,Female,34,Yes,0,1
3638-VBZTA,822,Male,62,No,0,0
3638-WEABW,990,Female,25,Yes,0,1
3639-XJHKQ,1258,Female,52,No,3,0
3640-JQGJG,468,Male,25,Yes,3,0
3640-PHQXK,1370,Female,54,No,0,0
3642-BYHDO,440,Female,34,Yes,1,4
3642-GKTCT,1085,Female,58,No,0,0
3643-AHCFP,1371,Male,74,Yes,0,1
3644-QXEHN,392,Male,60,Yes,1,1
3645-DEYGF,957,Male,29,No,1,0
3646-ITDGM,1186,Female,42,No,0,0
3647-GMGDH,1311,Male,52,Yes,0,7
3648-GZPHF,942,Male,48,Yes,3,2
3649-JPUGY,1331,Male,26,No,0,0
3653-NCRDJ,828,Male,39,Yes,1,10
3654-ARMGP,437,Female,60,No,0,0
3655-SNQYZ,687,Female,48,Yes,0,7
3656-TKRVZ,1052,Female,19,No,0,0
3657-COGMW,1372,Female,76,No,0,0
3658-KIBGF,482,Female,19,No,0,0
3658-QQJYD,748,Male,56,No,0,0
3662-FXJFO,1087,Female,44,No,0,0
3663-MITLP,1373,Female,43,No,0,0
3665-JATSN,755,Female,19,No,0,0
3668-QPYBK,38,Male,37,No,0,0
3669-LVWZB,1374,Male,20,No,0,0
3669-OYSJI,630,Male,47,No,0,0
3669-WHAFY,592,Female,57,Yes,0,7
3671-SHRSP,1373,Male,46,Yes,0,1
3672-YITQD,557,Male,71,Yes,0,1
3675-EQOZA,239,Male,40,No,0,0
3675-YDUPJ,706,Male,29,No,0,0
3677-IYRBF,1375,Female,73,No,0,0
3677-TNKIO,937,Female,27,No,0,0
3678-MNGZX,630,Male,45,Yes,3,1
3679-XASPY,447,Female,38,Yes,2,1
3680-CTHUH,1254,Male,22,No,0,0
3682-YEUWS,51,Male,27,Yes,1,4
3683-QKIUE,488,Female,51,No,0,0
3685-YLCMQ,1297,Male,34,No,0,0
3688-FTHLT,337,Female,56,No,0,0
3689-MOZGR,379,Female,30,No,0,0
3692-JHONH,478,Female,70,Yes,0,9
3694-DELSO,1152,Male,56,Yes,3,3
3694-GLTJM,1376,Female,62,No,0,0
3696-DFHHB,965,Female,50,No,0,0
3696-XRIEN,1173,Female,59,No,0,0
3701-SFMUH,1276,Male,63,Yes,3,6
3703-KBKZP,745,Male,70,No,0,0
3703-TTEPD,1377,Male,28,No,0,0
3703-VAVCL,987,Male,51,Yes,0,1
3704-IEAXF,33,Female,49,Yes,3,9
3705-PSNGL,909,Male,49,No,0,0
3705-RHRFR,1324,Female,52,Yes,0,6
3707-GNWHM,456,Male,28,No,0,0
3707-LRWZD,803,Female,44,No,0,0
3709-OIJEA,1378,Male,51,No,0,0
3712-PKXZA,647,Male,22,Yes,0,3
3714-JTVOV,98,Female,76,Yes,0,1
3714-NTNFO,521,Female,49,No,0,0
3714-XPXBW,213,Female,43,No,0,0
3716-BDVDB,698,Male,62,No,0,0
3716-LRGXK,1281,Male,27,Yes,0,0
3716-UVSPD,221,Male,54,No,0,0
3717-FDJFU,330,Male,19,No,1,0
3717-LNXKW,870,Male,36,Yes,0,3
3717-OEAUQ,209,Male,37,No,0,0
3717-OFRTN,1014,Male,48,No,0,0
3719-TDVQB,1379,Female,68,Yes,0,3
3720-DBRWL,1380,Male,20,Yes,0,5
3721-CNEYS,390,Female,45,No,0,0
3721-CNZHX,1381,Male,49,No,0,0
3721-WKIIL,392,Female,62,No,0,0
3722-WPXTK,1107,Male,23,No,0,0
3723-BFBGR,1287,Male,74,No,0,0
3724-BSCVH,299,Male,37,Yes,1,0
3724-UCSHY,1266,Male,48,Yes,3,5
3726-TBHQT,1096,Male,25,Yes,1,0
3727-JEZTU,1295,Female,29,No,0,0
3727-OVPRY,1382,Male,32,Yes,3,3
3727-OWVYD,1038,Male,24,No,0,0
3727-RJMEO,476,Male,34,Yes,0,3
3729-OWRVL,507,Male,80,No,0,0
3733-LSYCE,200,Female,22,Yes,0,6
3733-UOCWF,494,Male,78,Yes,0,5
3733-ZEECP,165,Male,29,Yes,2,3
3736-BLEPA,140,Male,50,No,0,0
3737-GCSPV,996,Female,60,Yes,0,5
3737-XBQDD,1133,Male,57,No,0,0
3739-YBWAB,220,Male,37,Yes,0,7
3740-RLMVT,1355,Male,79,Yes,0,7
3744-ZBHON,270,Female,64,No,0,0
3744-ZRRDZ,657,Male,25,No,0,0
3745-HRPHI,1383,Male,49,Yes,3,0
3746-EUBYR,89,Male,63,Yes,0,1
3748-FVMZZ,1384,Male,33,No,0,0
3750-CKVKH,528,Male,58,No,0,0
3750-RNQKR,487,Female,38,No,0,0
3750-YHRYO,1385,Male,64,Yes,0,1
3751-KTZEL,707,Female,62,No,0,0
3752-CQSJI,142,Female,59,Yes,1,1
3753-TSEMP,854,Female,21,Yes,0,1
3754-DXMRT,979,Male,78,No,0,0
3755-JBMNH,1386,Male,78,Yes,0,1
3756-VNWDH,468,Male,66,Yes,0,6
3757-NJYBX,1387,Male,77,Yes,0,3
3758-CKOQL,68,Female,20,Yes,0,7
3761-FLYZI,1388,Female,69,Yes,0,4
3763-GCZHZ,1251,Male,23,Yes,0,1
3764-MNMOI,928,Male,49,No,0,0
3765-JXVKY,1389,Female,23,No,0,0
3766-EJLFL,1283,Female,55,Yes,3,1
3768-NLUBH,1196,Male,73,Yes,0,1
3768-VHXQO,1087,Male,19,Yes,0,9
3769-MHZNV,1208,Female,61,Yes,3,2
3771-PZOBW,94,Male,38,No,0,0
3774-VBNXY,1127,Female,23,Yes,0,1
3776-EKTKM,953,Female,79,No,0,0
3777-XROBG,1390,Female,52,Yes,2,4
3778-FOAQW,689,Female,33,Yes,0,1
3779-OSWCF,1391,Female,38,Yes,0,8
3780-DDGSE,651,Male,77,Yes,1,6
3780-YVMFA,1392,Female,33,Yes,1,1
3785-KTYSH,161,Male,24,No,0,0
3785-NRHYR,608,Male,40,No,0,0
3786-WOVKF,1202,Female,69,Yes,0,8
3787-TRIAL,794,Male,23,Yes,9,1
3791-LGQCY,525,Female,68,Yes,0,1
3793-MMFUH,1005,Female,73,No,0,0
3794-NFNCH,1393,Male,53,Yes,0,10
3795-CAWEX,341,Male,21,Yes,2,5
