ServiceID,ServiceHash,PhoneService,MultipleLines,InternetService,InternetType,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData
818,862d3688c940059e4001a5a07bbceb856517437d093002474cb402b4dcda243e,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes
819,63512aa0f316e882b5788d0adae3e832e04b654b9c67b84a2f4f50c9a25ff358,No,,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes
820,0c0e22ba99cf99081f1bd3abff0598b72c4847ec4a8b78012a0f776dd8eb7fef,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No
821,f117a3bb6f14c786590b421dcae014563cfa0301ca6edcf78a352c4cc3b2ae5b,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes
822,beb2b4871e30b2db199e48dbe345cfe731103b6c5c8b6530e94109ee3cf8622a,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No
823,fff75ff20ef3229beca85c4528ed55283bfcbc4f05012a4a80d6c29dba98a1cf,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes
824,a4116d79bc15080c6277930da0ab4d12af4743e90491262e5662cb9f90b48815,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes
825,82554ed29b0a8fd773b33a9d64954fc23b220a3edafcbb985c42ee6e55115c6d,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,No,No,No
826,5c1715f4bdfc1def5e6d0843a06629415ef47bc234e333f66bdd3e8b18faf552,No,,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
827,70ef048f7b8453dafee8d48d2ae9bba9fd5a886bb92b023023a670c1ef777f94,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No
828,07ed2e5ab77dd636b4e71c307796b76916906a827d4ec263ad4b3b12f9f3e19b,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No
829,aade2f8dfc0856261d5b2ea0a8493a2dc6876e72fa62b01c6503361be1e58277,No,,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,No
830,80cd09e218736d2a54b447392cffa7d290f93cbafc99c3847b38ff12b7cd85c8,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No
831,ec1e8d0c3e708748a80b10588baaa1d6e870e37859cf653ddef8b291b53ec3b2,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,No
832,b00b3d8ca7f8d268c6be2a283eadda19b3cc75a3e82ddcfeb60ff2984ea99b32,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes
833,1d40fd8841a0a289695c181bca20fc96ea4bafbecf804217a063a63bf47e0b0b,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No
834,54822ccd07e3410c00f3cf15df6ecb319139201e377fa2fa32fd3e25020c2d16,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,No
835,26de3fb9d5beed12a20c9c12df115d5377b37221a7e608fab9c90a023f24308f,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No
836,2c6e4db2c684475b7c0a531031fcff07742d998c90627dc28b1616cc07d79119,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No
837,a6f7c1e50b21835b461a0357e5588f686b18c96106e49f2cdc48945958e252b8,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes
838,091e8e04be73bc78e942cef4887d3be705dd365943edcba829c430fa7f36a897,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No
839,259d6e5361a66c6967d0cf5a72313fc0c1bd79c4b0af4b7a668b6a0efa1d59a4,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No
840,83d6b5161c89573a1ab7712960cebe2864f1d080f550527ac6d5041f2879eeca,No,,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes
841,c13686957e892a61c915e31bb2dcd6a40d4ec8064e9909bc56ccc000e308c8b0,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes
842,fe60bdccc200cb9e779763164476bf785d3e1b8d43caaf905e7a6f9e8cb9b438,Yes,Yes,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Yes
843,da765d34009a3f24e306a3bad0f1042882ea230a78c3a824f2bb15ae3e5819de,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,No
844,55e1af827379ab980546fd93cadc8b02e762f5ebb913f8a6ab0fae6c899ac748,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,No
845,45c1b091486863fb42e4c645619fcb51739d103f0184133b2cc2193fe862a4dc,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes
846,ef1631223ad4cc4e5644ecd9ce706beecc71d157466beb2e2c578084b68de4fe,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No
847,c779857bb9266704c5638206cf79bd6cf4780cc56a03866162a02865220d3524,Yes,No,Yes,Cable,No,No,Yes,No,No,No,Yes,Yes
848,f3fd6a81451ffcf6692c9e133fe32d740c60c99be5123f0cbab7fcdd9d24ad7e,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes
849,bac3a3b5be2e8b713a2c0db98d79dbb5548c6ca16e72382ccc394cb4e812bcc4,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No
850,c15deb5570a09f898e711bb712d077494b1cae340930e667198a2c4baabb0892,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Yes,Yes
851,ee6188ed6f60c46ef24ee85a168c79e60cccf2d5a92c16c979e89bf11114fc26,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes
852,95351984385c43125a87968f8383a4336839c613da42e5f9c6fb70135dce9b00,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,No
853,ca18c55c8854c593a049181957dcf219757b964cbd8d9bba8908da69e87b0e4d,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No
854,6d1d6bce3c376b3b39c3966d47cc707561ea15d7308eebbd55eebb96b89dfbcc,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No
855,7327ebc672542cd153f8e39b6d2ff5e5b2987a4785c6a8facccaa634a2b9be30,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,No,Yes
856,d9513496e61ce87164ed9b6737d48281aea5ece06812e4d04afcbc35e8711760,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,Yes
857,98b923a0c666ebe578f0bf1b74a956aa6e51d4ee6c77a525a64bbee63bb3ca58,Yes,Yes,Yes,Cable,Yes,No,No,No,Yes,No,No,Yes
858,fabfcce555efa9cbc2c768aad5bb60979eb1036346a9233feba83f25def20221,No,,Yes,Cable,No,No,Yes,No,No,Yes,Yes,Yes
859,5a38ed43d71c65a05db2341aeb0ff8a526dd1f7824a3c5142aac2e4b9b34a259,No,,Yes,Cable,No,No,Yes,No,Yes,No,No,No
860,b77ba9ade0400716889c580019051caa17329a7d091c77dd81719fac2556e938,Yes,No,Yes,Cable,No,No,Yes,No,No,Yes,No,Yes
861,02d03bb2c0c50f6e6c3b544f32517ffb32cbe23148ee9ffc5ac7cc25b594a52e,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,No,No
862,9a75595bcb080a25aa9f5d92de71ade025134b20a7fec1552f3e2462ce4b324b,No,,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Yes
863,3466ad668c8d9dc88ea1a5da2cf6f95ffebaca03c1cba9b8ba653f802420e9ad,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes
864,c163c0773dfadf5734392afc4460ce9b04e5919092b652335563e63127dbb16b,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,No
865,35d8aa3c20291625e47b337546546e460c119282920a43d7706c14ae842d19eb,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes
866,7311ed922f165911a197ddd8c7a819870bbed979a4583537ff7914eef26a9c0f,No,,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No
867,d4cd9db0d2d1ae6c59b417df059ac8d0b430bd1d6f64d4bba275a99f49a3eb64,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No
868,86cf0f1512e8900e959bbb27a6c30fef3b3cae0ac0ec71139157966763c182f7,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes
869,ef6378c4b95c8033140bcc0bf3111ec6cecf27668cf205494102840af1de45a9,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Yes
870,2a33381359354ab8ab364c43f31d2ab13b3cb0d4f8ee3db5c545f0544b8c26fb,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,Yes
871,4a734b99bce2fb85f35fecb0426630bf3aadc659302cc717f95852439202bc54,No,,Yes,Cable,Yes,No,No,Yes,No,No,Yes,Yes
872,b53e934d48cbc048699b14b9dffc5a8a97117a0ff08616ded519758bdd9b0928,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,No,No,Yes
873,6bc6d62463feddf130d3ee07ad3a2ac35b3a69c1216777979a52682a57a735cb,No,,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes
874,7c2d0ebd8a58df2d57791df07392cc95d0216293a35997a0f411d692e463cc30,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,No,No,No,Yes
875,41d5e967cc0f15d2bb7afd5fb96d9179a4c5b6fb2c7fc737a2c2d43b5f1fd699,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No
876,ed11615fa0c616f1853775c3a38a714adfd013524683afb344f4e5bd318eef70,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,No
877,483ff53c4834df17e3d7888686c9e15e3d9f56268c192aa94d94fda741b25f66,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No
878,666aa5095e57cb2c253200e826e90d82587fc5fcac5d89d9101219f8e1e77695,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,No
879,c3911affd28afaafb0418cc47984f9dcf46813c50aa77bf05d1f83f9902d75b2,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No
880,bf43387fc89b562524d253d33e21ef270a5d87f58946b4f3cdd7cf96112218e1,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes
881,9f465d59c7064972f0c8524710cc086b85f3903146d72265c19d67f97b3b9ec1,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Yes
882,b40aa3fc4167a3d9f946a8ec4d85352d20e174130a88d91f64493505a5bff96b,Yes,No,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes
883,fc2e6e60d9a3a6c0d61e6bd41c7c11f97aa89f1f8ba4530ef1600686370f117d,No,,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No
884,2688ec4dd5b59bddb7783e355f1c538d4b7ea330420d3dccd7f3f8280237b1a4,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
885,25790ca91b137d9833e1f6b2d2316750a6472365134ef4de46410856c3fff505,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,No
886,29ded896bc82bccca01357ccee53276504a072e132ffc5840232408fd973a1b3,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Yes
887,57ce83afdc4042b386175bf513a6f0dceb687c640992c4844dd3224e959bcbf9,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes
888,8e63e9c05ee2cb0309c94383690496880ac948e49544ea9d37641af35b789479,No,,Yes,DSL,No,No,No,Yes,Yes,No,No,No
889,f3af76d3ce1f3aad72e8cd6aa1cc8d81e93e2f79dd2999d0c89d3a6501a5f409,Yes,No,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,No
890,eab22c6d7aff3246dffe741b7fe04911b8ad66efdcfd5c73d0d96bd2d4d2db2b,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,No
891,446ae583fc65ce906df5b4b4b4e1f0c2803b33676f0e26c24ab64054d7d6d317,No,,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No
892,45141c236b9173b464eb7d7988d9f996782bd3e9b006eeec525b49e420511729,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No
893,4da570a834df89bf58e352c3603303df0623900a6cd96dcb55c8cd9af791a888,Yes,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
894,975ee5521147357ded9a3000d6342ebf64c9369f964fcc3d82d5a9a19b82bbc2,No,,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes
895,52ec131dc08daa1651762046de66137fa9d0d382b248028adb0ed74851e06ec8,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
896,b03f692fd89fa66116bd3f337b258bd29325c31a4ebeb7ed3d0e66e20c68a6c2,Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes
897,57fd1f5ab0f9cff2e10d0b4ef9dae40ec4c64b81700b89437c6d719147dc09d1,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes
898,e62b0d91d4b3e31b7e2475e860d22c1fbe802c812e4f98ce5f863ef5033064a7,Yes,No,Yes,DSL,No,No,Yes,Yes,No,Yes,No,Yes
899,fdb72efdec8bb3985e1a10361946ab44190fe842a1b0445f5f72ca409b7a9009,No,,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No
900,86de9176e5a470e053bd177a7ce4af1ed53fa082c668f746ccedda3a8b451fa8,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,No,No,Yes
901,97d7f3e9547681dec17a244f2e681767eb15d3d9be7dc2bfb9722ca41aa6b8ae,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No
902,e0babedc34ffa9c6bce4b284dc2e6ece54b03aa7815942e22158e48beebd3388,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No
903,1bea075c07a36638be17a227c0fc3e8c5722899d38ceaed3922fba0feba65704,Yes,No,Yes,Cable,Yes,Yes,No,No,No,Yes,Yes,Yes
904,bb25a5e93511fe4fed459a4ffca08b484973ca17616e396c03cc6721d80368ab,No,,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Yes
905,e0f3b23da2f115c623475e09b1a87597ebd7ff6c70b141e7ebf42e732fce5230,No,,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes
906,75225234e47203304c782dbb27773ae75c8510670025d7b395c84e406db93998,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,No
907,bfc594a11f7f0a8d5060225f63eacae5fcebd8df6f76c4773ecf24a3183b6981,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes
908,4f7b45bd372ad27df966e1351d18da41f910667f98563e9c5bf3556dd14ba43b,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,Yes
909,a43a381e49cc8557cf710f824a2960e3c382e5496a45c5d6230466bb23d61325,No,,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No
910,9785491801cae7d49b7c045ff17efdcdb8b39eef0582bdb2e18b8a81e28f70d4,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,No
911,e3cd69268eebb1ec2f3f4f4a73070dfed3e53dc8a4b9438ce2589816d9cb0ff6,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
912,a970bda3b2ca95b1a687f15bf9c7b01ba49578590171576e2dd97fc80393fe17,Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,Yes,Yes
913,13499d93612fd10cf379d14288db34b36338c3b419f7efc9d8472f74590d2c83,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,No
914,387375c15d381fcb35842ec1336069fe52cb587b481eccb4b4b364c75e5b1513,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,No,No
915,f58e748ec1a9523707cd250a695b2130d4998ea78e1e4428bd312f9b31a4589b,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No
916,215276b3f9690252263a102a000bc80a18603020c757febec181768d959ffd13,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No
917,6df1ec9278bde648439b065a0e36ea3c835d262c1ae1ca008c30452df5622e4e,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,Yes,Yes,Yes
918,680d5b9df2d37e41eec9f680bd38cb25b3ff5c18ee088d4fa0dc3811f5e8800f,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No
919,81423b7bec57095aa7a478171f0dc10dda1005e204bdead259c1d78a10e6b434,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes
920,d33e78f23dc5c2c406b5fc3fe7d3607c4450c9bcca36e1a18134e7dfaabd586e,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes
921,7f5475af7c53a5b2c3c4edec3194e11c66c5c9ddc063731a46d3d0c2c52d0735,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No
922,be3dcc8c8a76894c5786bc5a1ed5b885dbc2a7c98ab02020dd0052535899127e,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No
923,81a959541b1614f54e0d5ff9dd26ee876134e1f52dbc7a42795797ae547dd4de,No,,Yes,DSL,No,No,Yes,No,No,No,Yes,Yes
924,0e824c9ade93998de74f5aaeaee314d57735fd41f89bf53a2d95332af08994a1,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,Yes
925,c3e34e47fe17af4d34fe08d13e7e32a6b0dff0198a7daadc8c1ea115913daefa,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes
926,d618e30a6379cb325143dc2b8f65ea43f6ae0bc708dc528d87ce0b4eb333d57f,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No
927,b565d5e4be38d51e61b92b9243140d3f27d8838132b1e48f3de3671ebf6dbe69,Yes,Yes,Yes,Cable,No,Yes,No,No,No,Yes,Yes,No
928,79f2895cb83e65d89975b5923f2e9ca8ebc7d2ca68760569dccdc46f267b686c,No,,Yes,Cable,Yes,No,Yes,Yes,No,No,Yes,Yes
929,9f2a64f077798276b8d53eace57eb02976eef77dbb5c6a13b1ddbae3b9288412,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes
930,5ee3f8fce6a369f840ab1a68ce805bcde2e3f621103aeab7471dbac56a1a5e0d,No,,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes
931,c8006e5b8a0898527f23cf8fdf226d8702f8cea2bf939666622dcf16fe34f0c3,No,,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes
932,6afe64ed4b823a1efafcf2d85f1896a13010525ae71a98912d8813f8ccab2509,No,,Yes,DSL,No,No,Yes,No,No,Yes,No,No
933,89f6d9496cec56ea25f5b784c4574e7dba6978327927004d9346cca275feb017,No,,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No
934,1fabb4b82f00e6ac8bbc3481083d0ccb274a84befe37204b9277835f7214f8e3,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No
935,8e5c3abe9b1eb70f180843674f5207783da882826612203872f25173f73ee42b,No,,Yes,Cable,No,Yes,No,No,No,Yes,Yes,Yes
936,0b0867ecae99816456d46676cab35abe0dcf11d77c8aa613de31e272404198cd,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,Yes,Yes
937,21b74fddfdcdc6674763df4a23a7ebc5c34eaaf20a6a2ba2feb2120190e67b54,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No
938,dbc8a7aa51321e01aa804e6f921b939ec6a2f221a2e10671fd1784beeaa7d188,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,Yes,Yes
939,00e4a89defbdfb41bcac6f154a78d413e1113c21030f7df641b228ad5af3d7bd,No,,Yes,DSL,No,Yes,No,No,Yes,Yes,No,No
940,e04ff7c626df3bdc3ca0c8bc2bd4b7ca433c0250f48902c1f247278ec5154d40,Yes,No,Yes,Cable,No,Yes,Yes,No,No,Yes,Yes,Yes
941,cb0597959ae47f43e2c4cb061cde57ed844762cad601a7ce9ae5247546f6fe0c,Yes,No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,No
942,ea08a56e9f6cc3ac3a9b94985254f2ab26cb2a1051286c287bca563a1dddfc05,No,,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,No
943,53cfa5b2e80c1a9e058e8c704e35b0f42ee6fbe40c37d3244e48615d243d3104,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,No
944,6ca561ed418856628b22cd2ee159d7362643d78dc42bc7e757e0028450b6762e,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,No
945,b5a56db5e9e81e1f7e8b93cfaaf39f9ab18a7fa5a9949cc29dc63616889f2822,Yes,No,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes
946,1c830b56d58a39cdc367b7ab0062427d3b0f75b772d958bfd3d27d9c2883b208,No,,Yes,Cable,No,No,Yes,No,No,Yes,No,Yes
947,da3c2190ba945ee5cee7d9289c11d4563a03fe65595efd0fa46aed02bfa0ec09,No,,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes
948,bef8f696fd00539b8fa352a89331a66c22a70067738fbdfc6b137b2c84d74d1c,No,,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No
949,c8c8aa1368fcab4efb469e90fdcc02e6fd25b81074a85c4586da31ca0f8e7655,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,No
950,9252b4b002389c016c1f0ce4b3bf87518140a598bc1ab07191cdb749a70285aa,Yes,Yes,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes
951,e09525bfcd11c9af45d5fae4c32a075fa740397ff5bb5112b49f73e528384ae7,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,No
952,6aa280bc9cc7451c537f58c0ce3a8b7d8b8aa5ff592b8b77c1ae11f0896c8aa3,No,,Yes,DSL,Yes,No,No,No,No,No,No,No
953,0b64a79f225ca033eff222a5eb72f8235acee338b7da8e5fd14129bb140d630c,No,,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No
954,6e15aad97e0653965b5a83e8bad8f1ed5401c71beccef269fca777f34c2bb033,Yes,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,No
955,8ba828f7f8fdc26d215b3f35b4a990f21f70b80e50305560456eaf792b9e3f9e,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes
956,7c49b30c44fe4d17440bfd0589836057c07574f057e22afeee372f1219c0c288,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No
957,eb2f55c28b4ee9e0568a2db467fb4f4efc3543e55834117e806c8344390870c7,No,,Yes,Cable,Yes,Yes,No,Yes,No,No,No,No
958,462fac71d7a99ed0d8815c788680bfe37cb4765e700e822977ecf6890dc537df,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No
959,f96a6917f8ff71425f8f69eed07a175a9f15d89c2504d77a7fd382c5fb4d24f1,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Yes
960,b136c1d6b5a4fdec148634ac191f9f00cfdd23217c2490eba32e7b444cbce9be,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No
961,b44e5669ee453eeedd391be3d8aa9010f3a128a7b37e8a2e1d07e68017dca634,No,,Yes,Cable,Yes,Yes,Yes,No,Yes,No,No,Yes
962,a55cda667d1a770d29c19c4511ed25a284c8567a03480a1721f9bbca72f3d163,No,,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No
963,ac86d6e20021568c05fa1365cc8efcb84ad0053fe82bc82e323a48ab3ba2a3a7,No,,Yes,DSL,No,No,No,No,No,No,Yes,No
964,45ba83d83d220b20813b9d2dc9950c62096ad37130c87cd3cd63f6d5f81b405a,No,,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,Yes
965,2aa29c4c8a59978d094897e8491f11495ee8a4c9f309e698d9c580836c401f0f,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes
966,c215dd3c4fe0da34c3311d2a8c131b9f040f326de3d6dca6069d52df1b607dc6,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Yes
